number,kind,state,state_reason,merged,labels,created,title,top,p_top,second,p_second
994,issue,closed,completed,,question,2018-03-31,May I ask a Question?,support_question,1,build_packaging_env,0
995,issue,closed,completed,,unconfirmed,2018-04-03,Can't send or receive messages with Xcode 9.3 and iOS 11.3,defect_fixed_or_obsolete,0.44,defect_current,0.4
996,issue,closed,completed,,,2018-04-06,"{""code"":1,""message"":""Session ID unknown""} Error When trying to Connect",support_question,0.51,defect_fixed_or_obsolete,0.39
997,issue,closed,completed,,duplicate,2018-04-10,Session ID unknown,duplicate_invalid_spam,0.92,support_question,0.05
998,issue,closed,completed,,,2018-04-11,library not found for -lswiftSwiftOnoneSupport for architecture x86_64,build_packaging_env,0.99,defect_fixed_or_obsolete,0.01
999,issue,closed,completed,,,2018-04-11,duplicate SSLSecurity.swift when I manual Import iOS Swift to Objective C,build_packaging_env,0.81,defect_current,0.08
1000,issue,closed,completed,,,2018-04-12,"I don't know how to use it on objective-c language,it made me upset.",support_question,0.54,insufficient_evidence,0.38
1001,issue,closed,completed,,,2018-04-12,Listener not firing for some messages with Xcode 9.3 and iOS 11.3,defect_fixed_or_obsolete,0.51,defect_current,0.45
1002,issue,closed,completed,,,2018-04-12,connect to an SSL server,support_question,1,build_packaging_env,0
1003,issue,closed,completed,,,2018-04-16,xcode9.2 compile error,build_packaging_env,0.92,defect_fixed_or_obsolete,0.05
1005,issue,closed,completed,,,2018-04-30,Upload image data (NSdata or data) from ios project to server using socket script,support_question,1,build_packaging_env,0
1006,issue,closed,completed,,,2018-05-03,SSLSecurity option <objecitve c>,support_question,0.98,docs_gap,0.01
1007,issue,closed,completed,,,2018-05-03,configure user agent on objective C.,support_question,1,build_packaging_env,0
1008,issue,closed,completed,,,2018-05-03,How to add certificate (.cer) and private key file (.key) Or All in one (.der) file,support_question,1,build_packaging_env,0
1009,issue,closed,completed,,,2018-05-05,StarscreamSocketIO.framework image not found error with carthage installation,build_packaging_env,1,feature_request,0
1010,issue,closed,completed,,,2018-05-06,socket i.o doesnt work on simulator but its work on real device,support_question,0.95,defect_fixed_or_obsolete,0.04
1011,issue,closed,completed,,,2018-05-07,Cocoapods doesn't install version 13.1.0,build_packaging_env,0.97,support_question,0.02
1012,issue,closed,completed,,,2018-05-07,"Client, Manager and Engine getting released on second connection attempt",support_question,0.54,defect_fixed_or_obsolete,0.38
1013,issue,open,,,enhancement,2018-05-07,"Question about feature, or possible suggestion",feature_request,1,support_question,0
1014,pr,closed,,no,,2018-05-09,thread-safety on ackNumber generation and memory leak fix,pr_functional,0.44,defect_current,0.37
1015,pr,closed,,no,,2018-05-09,thread-safe ackNumber generation and memory leak fix,defect_current,0.41000000000000003,duplicate_invalid_spam,0.27
1016,issue,open,,,,2018-05-10,Reconnection doesn't work,support_question,0.84,defect_current,0.15
1017,issue,closed,completed,,question,2018-05-16,Unable to connect to socket,support_question,1,defect_current,0
1018,issue,closed,completed,,,2018-05-16,"Emit is not working with Special characters like “€”, “¥”, etc.",defect_fixed_or_obsolete,0.74,support_question,0.22
1019,issue,closed,completed,,question,2018-05-16,Not able to connect with objective c with namespace,support_question,0.95,build_packaging_env,0.03
1020,issue,closed,completed,,question,2018-05-17,Socket server is busy,support_question,1,defect_current,0
1021,issue,closed,completed,,,2018-05-17,swift 4 and socket io 1.0,defect_fixed_or_obsolete,0.52,support_question,0.48
1022,issue,closed,completed,,,2018-05-18,init SocketIOClient 13.2,support_question,0.95,defect_fixed_or_obsolete,0.03
1023,issue,closed,completed,,,2018-05-18,init SocketIOClient,duplicate_invalid_spam,0.93,support_question,0.07
1024,issue,closed,completed,,,2018-05-22,Init SocketIOClient different with .forceWebsockets(true),support_question,0.66,defect_fixed_or_obsolete,0.28
1025,issue,closed,completed,,,2018-05-25,Not getting connected,support_question,0.99,defect_fixed_or_obsolete,0.01
1026,issue,closed,completed,,,2018-05-25,Emit Message not Calling for the second time,support_question,0.96,defect_current,0.02
1027,issue,closed,completed,,invalid,2018-05-31,Memory leaks in iOS 11 can provide memory analysis tools appropriately,duplicate_invalid_spam,0.85,insufficient_evidence,0.14
1028,issue,closed,completed,,,2018-05-31,Objective-C : Cant connect to server using Socket.IO,support_question,0.96,docs_gap,0.03
1029,issue,closed,completed,,question,2018-06-01,Socket.io reconnect multiple times,support_question,0.98,defect_fixed_or_obsolete,0.02
1030,issue,closed,completed,,,2018-06-01,Socket.on is not working. I did everything. Please help,support_question,0.96,defect_current,0.02
1031,issue,closed,completed,,,2018-06-04,[objective c] Cannot send header using extraHeaders,support_question,0.97,defect_fixed_or_obsolete,0.02
1032,issue,closed,completed,,,2018-06-04,Could not cast value of type 'NSURL' to 'SocketIO.SocketManagerSpec,defect_fixed_or_obsolete,0.33,docs_gap,0.25
1033,issue,closed,completed,,,2018-06-06,Problem connecting to custom namespace,defect_fixed_or_obsolete,0.77,defect_current,0.22
1034,pr,closed,,yes,,2018-06-07,Fixed loosing POST packets on web socket connection failure,defect_fixed_or_obsolete,0.66,pr_functional,0.32
1035,pr,closed,,yes,,2018-06-07,v13.2.1,defect_fixed_or_obsolete,0.83,pr_functional,0.14
1036,issue,closed,completed,,,2018-06-07,iOS 12: Use the Network.framework for socket connections,feature_request,0.71,duplicate_invalid_spam,0.27
1037,issue,closed,completed,,,2018-06-09,how can i turn off socket automatic reconnection in swift?,support_question,1,defect_current,0
1038,issue,closed,completed,,,2018-06-11,Getting EXC_BAD_ACCESS KERN_INVALID_ADDRESS,support_question,0.68,defect_current,0.22
1039,issue,closed,completed,,,2018-06-11,emitWithAck not working,support_question,0.73,defect_fixed_or_obsolete,0.15
1040,issue,closed,completed,,enhancement,2018-06-13,Cannot setConfigs after init in objective-c,feature_request,0.98,defect_current,0.01
1041,issue,closed,completed,,,2018-06-16,Unable to send notification to particular user in socket.io io.to().emit() method,support_question,0.97,duplicate_invalid_spam,0.02
1042,issue,closed,completed,,,2018-06-19,Not Able to Connect in Objective C 13.2.0,insufficient_evidence,0.95,support_question,0.04
1043,issue,closed,completed,,,2018-06-20,SSL Pinning not working,support_question,0.97,defect_fixed_or_obsolete,0.03
1044,issue,closed,completed,,,2018-06-21,"Missing required modules: 'SSCZLib', 'SSCommonCrypto'",build_packaging_env,0.99,defect_fixed_or_obsolete,0.01
1045,issue,closed,completed,,,2018-06-21,SocketIOClient: Handling event: error with data: [“Invalid SSL certificate”],support_question,1,feature_request,0
1046,issue,closed,completed,,,2018-06-25,User interface not working when and run CFRunLoopRun after method connect,support_question,0.98,defect_current,0.01
1047,issue,closed,completed,,,2018-06-26,"Unable to add 'Socket.IO-Client-Swift', '~> 13.2.1' as a dependency.",build_packaging_env,0.97,defect_fixed_or_obsolete,0.03
1048,issue,closed,completed,,,2018-06-27,Socket IO client doesn't work on Xcode 9.2,build_packaging_env,0.89,defect_fixed_or_obsolete,0.1
1049,pr,closed,,yes,,2018-06-28,Add enableSOCKSProxy option to pass to Starscream WebSockets,pr_functional,0.97,feature_request,0.03
1050,issue,closed,completed,,,2018-06-28,Looks like memory leak within Socket.io,defect_current,0.39,defect_fixed_or_obsolete,0.21000000000000002
1051,pr,closed,,no,,2018-06-28,Fix for SyntaxError: Unexpected end of JSON input,pr_functional,0.71,defect_current,0.18
1052,issue,closed,completed,,,2018-07-02,"To receive message in Chinese will be show unrecognizable characters, like ä½ å¥½å^P^W",defect_fixed_or_obsolete,0.7,support_question,0.28
1053,issue,closed,completed,,,2018-07-05,Not getting Disconnect event when network dosconnects,defect_current,0.68,support_question,0.28
1054,issue,closed,completed,,,2018-07-07,"""Foundation.CharacterSet.init(charactersIn: Swift.String) -> Foundation.CharacterSet"", referenced from:",build_packaging_env,0.95,defect_fixed_or_obsolete,0.05
1055,issue,closed,completed,,,2018-07-11,SocketIO logs show connected but emit refuses,defect_current,0.61,support_question,0.32
1056,issue,closed,completed,,,2018-07-18,How to use Swift Package Manager？,build_packaging_env,0.97,insufficient_evidence,0.01
1057,issue,closed,completed,,enhancement|done,2018-07-18,Supporting load balancers,feature_request,0.83,defect_fixed_or_obsolete,0.09
1058,pr,closed,,yes,,2018-07-18,Added passing cookies from long polling session to web scoket,pr_functional,0.89,defect_fixed_or_obsolete,0.06
1059,pr,closed,,yes,,2018-07-18,v13.3.0,pr_functional,0.77,pr_non_functional,0.13
1060,issue,closed,completed,,,2018-07-19,CloudFront blocks my socket io requests from ios app,support_question,0.89,duplicate_invalid_spam,0.1
1061,pr,closed,,yes,,2018-07-20,Update 12to13.md,pr_non_functional,1,pr_functional,0
1062,issue,closed,completed,,,2018-07-22,Got unknown error from server A|HB|E$,support_question,0.93,duplicate_invalid_spam,0.07
1063,issue,closed,completed,,,2018-07-24,Socket.io sends requests but nothing happens,support_question,0.97,defect_fixed_or_obsolete,0.03
1064,issue,closed,completed,,,2018-07-26,"pod 'Socket.IO-Client-Swift', '~> 13.2.0' installed, but runtime errors.",build_packaging_env,0.67,defect_fixed_or_obsolete,0.23
1065,issue,closed,completed,,,2018-07-26,v9.x update for swift 4 (socket.io 1.0),defect_fixed_or_obsolete,0.8,support_question,0.17
1066,issue,closed,completed,,,2018-08-01,SocketEngine crash,support_question,0.51,defect_fixed_or_obsolete,0.46
1067,issue,closed,completed,,,2018-08-06,Could not connect to the server,support_question,0.94,defect_fixed_or_obsolete,0.02
1068,issue,closed,completed,,,2018-08-06,Connection finished with error code -1004,support_question,0.81,insufficient_evidence,0.14
1069,issue,closed,completed,,,2018-08-08,Could not complie with Objective C project - Xcode 9.4,build_packaging_env,0.92,defect_fixed_or_obsolete,0.07
1070,issue,closed,completed,,unconfirmed,2018-08-10,"ERROR SocketParser: invalidDataArray: 4/caiqiu,,""Invalid namespace""",support_question,0.61,defect_current,0.32
1071,issue,closed,completed,,,2018-08-14,TCP Connection Canceled in CFNetwork while attempting to connect to socket in Siri Intent Extension,support_question,0.89,defect_fixed_or_obsolete,0.07
1072,issue,closed,completed,,,2018-08-16,How to import with Flutter,feature_request,0.56,support_question,0.32
1073,issue,closed,completed,,,2018-08-20,Unable to connect to server after update,support_question,0.95,defect_fixed_or_obsolete,0.04
1074,issue,closed,completed,,question,2018-08-21,How do I achieve a call back using emit function,support_question,1,pr_non_functional,0
1075,issue,closed,completed,,,2018-08-21,SocketEngine not called...,support_question,0.95,defect_fixed_or_obsolete,0.05
1076,issue,open,,,bug|unconfirmed,2018-08-28,How can i fix this kind of crash?(specialized closure #1 in....),defect_current,0.48,insufficient_evidence,0.3
1077,issue,closed,completed,,,2018-08-29,Fail to connect to WebSocket server,support_question,0.98,defect_fixed_or_obsolete,0.02
1078,issue,closed,completed,,bug,2018-08-30,SocketManger.config,defect_fixed_or_obsolete,0.98,defect_current,0.02
1079,pr,closed,,yes,,2018-08-30,v13.3.1,defect_fixed_or_obsolete,0.8,pr_functional,0.19
1080,pr,closed,,yes,,2018-09-03,fix cookies import when create the websocket,pr_functional,0.62,defect_current,0.3
1081,issue,closed,completed,,unconfirmed,2018-09-04,Pod V13.3.0 - Complier Error in Xcode 10 ( beta 10 ),build_packaging_env,0.92,defect_fixed_or_obsolete,0.06
1082,issue,closed,completed,,,2018-09-04,ERRORS AFTER UPDATING SOCKET,duplicate_invalid_spam,0.79,build_packaging_env,0.17
1083,issue,closed,completed,,,2018-09-06,13.3.0  unidentifiable Chinese,defect_fixed_or_obsolete,0.55,support_question,0.21
1084,issue,closed,completed,,,2018-09-07,socket.io连接，获取视频流h264,support_question,0.37,duplicate_invalid_spam,0.26
1085,issue,closed,completed,,,2018-09-07,connect socketIO with options in swift,support_question,1,defect_current,0
1086,issue,closed,completed,,,2018-09-10,Error while connecting back to socket,support_question,0.92,defect_fixed_or_obsolete,0.07
1087,issue,closed,completed,,,2018-09-13,Why does IOS client code use isoLatin1?,support_question,0.92,defect_current,0.04
1088,issue,closed,completed,,,2018-09-13,Invalid namespace,support_question,0.95,defect_fixed_or_obsolete,0.03
1089,issue,closed,completed,,,2018-09-13,Tried connecting socket when engine isn't open. Connecting,support_question,0.99,defect_current,0.01
1090,issue,closed,completed,,,2018-09-14,podspec s.dependency 'Socket.IO-Client-Swift' failed,build_packaging_env,0.98,defect_fixed_or_obsolete,0.01
1091,issue,closed,completed,,,2018-09-17,The socket. on method does not execute,support_question,0.98,defect_current,0.01
1092,issue,closed,completed,,,2018-09-18,Not able to Compile my Xcode Project on xcode 10 Swift 4.2,build_packaging_env,0.96,defect_fixed_or_obsolete,0.04
1093,issue,closed,completed,,,2018-09-21,Thread 3: signal SIGABRT while using SocketIO,build_packaging_env,0.82,defect_fixed_or_obsolete,0.09
1094,issue,closed,completed,,,2018-09-22,Socket Connection is disconnected after app goes to background,support_question,0.94,feature_request,0.04
1095,issue,closed,completed,,unconfirmed,2018-09-27,not able to compile on Xcode10,build_packaging_env,0.99,defect_fixed_or_obsolete,0.01
1096,issue,closed,completed,,enhancement|done,2018-09-28,Feature Request: completion handler for writes,feature_request,1,defect_current,0
1097,pr,closed,,yes,,2018-09-29,Add optional write completion handler for emit's,pr_functional,0.93,defect_current,0.04
1098,issue,closed,completed,,,2018-09-30,"how to connect url like "" ws://123.207.167.163:9010/ajaxchattest """,support_question,1,defect_current,0
1099,issue,closed,completed,,,2018-10-02,"Emit cannot be used, sending will prompt error 503",support_question,0.98,defect_fixed_or_obsolete,0.02
